index,state,year,gas_consumption (BBtu),coal_consumption (BBtu),renewable_consumption (BBtu),petroleum_consumption (BBtu),nuclear_consumption (BBtu),expenditures (M dollars),price (dollars per MBtu)
649,MS,2013,426902.0,97767.0,76908.0,364610.0,113523.0,14601.2,21.12
650,MT,2013,82298.0,166104.0,118144.0,172419.0,0.0,5622.4,22.06
651,NC,2013,445018.0,493771.0,228352.0,812705.0,420486.0,38054.4,23.37
652,ND,2013,82334.0,393193.0,98237.0,222215.0,0.0,7657.3,18.31
653,NE,2013,179617.0,292956.0,138417.0,231611.0,71736.0,10319.4,19.34
654,NH,2013,55649.0,16778.0,59059.0,144512.0,114173.0,6144.5,27.68
655,NJ,2013,711999.0,25910.0,86152.0,878077.0,348784.0,37567.0,23.84
656,NM,2013,252867.0,256377.0,46411.0,232460.0,0.0,9071.8,23.62
657,NV,2013,282245.0,64838.0,74096.0,268244.0,0.0,11296.3,22.81
658,NY,2013,1315282.0,68707.0,418075.0,1330482.0,467651.0,68137.6,24.72
659,OH,2013,945731.0,1104486.0,160117.0,1053987.0,168451.0,48589.3,19.88
660,OK,2013,682277.0,335925.0,178059.0,506028.0,0.0,19298.8,19.73
661,OR,2013,244265.0,38900.0,472016.0,322313.0,0.0,14841.0,22.04
662,PA,2013,1175535.0,1126118.0,235207.0,1181000.0,822483.0,54600.0,21.53
663,RI,2013,88274.0,0.0,6106.0,82166.0,0.0,3991.6,26.23
664,SC,2013,236942.0,257319.0,156589.0,480197.0,566879.0,21813.3,21.96
665,SD,2013,84527.0,34246.0,128968.0,112656.0,0.0,4768.0,20.24
666,TN,2013,284750.0,399768.0,226381.0,655891.0,297732.0,28975.3,21.64
667,TX,2013,4131225.0,1597357.0,584228.0,5828991.0,400353.0,158435.4,18.99
668,UT,2013,258661.0,355230.0,25011.0,271571.0,0.0,10936.6,20.66
669,VA,2013,433438.0,290508.0,152518.0,793774.0,306430.0,34734.0,22.12
670,VT,2013,9743.0,0.0,36145.0,78655.0,50639.0,3313.2,28.28
671,WA,2013,327840.0,74955.0,942926.0,698425.0,88408.0,26479.2,21.53
672,WI,2013,454050.0,454554.0,188808.0,510487.0,121994.0,24877.7,20.27
673,WV,2013,152880.0,771188.0,61073.0,195225.0,0.0,9175.9,20.63
674,WY,2013,156110.0,520699.0,54820.0,161686.0,0.0,5545.8,18.42
675,US,2013,26788768.0,18038771.0,9464268.0,34398415.0,8244433.0,1376402.2,21.42
676,AK,2014,329274.0,18225.0,22760.0,226102.0,0.0,6875.7,24.95
677,AL,2014,650570.0,575912.0,293890.0,490328.0,431368.0,24079.7,18.62
678,AR,2014,273009.0,339214.0,131625.0,325319.0,151428.0,13916.4,18.86
679,AZ,2014,315916.0,447849.0,139836.0,543552.0,338044.0,23613.1,25.51
680,CA,2014,2409574.0,39486.0,903692.0,3083503.0,177656.0,136011.3,25.65
681,CO,2014,497182.0,350526.0,131177.0,480827.0,0.0,20433.4,21.33
682,CT,2014,242227.0,9097.0,45472.0,308514.0,165677.0,15590.1,27.96
683,DC,2014,35302.0,48.0,1313.0,20118.0,0.0,2325.7,24.92
684,DE,2014,107051.0,10238.0,8064.0,103067.0,0.0,3994.0,23.68
685,FL,2014,1241250.0,557882.0,298010.0,1613839.0,291474.0,68555.7,24.99
686,GA,2014,664808.0,482657.0,297134.0,948453.0,340652.0,42586.0,21.14
687,HI,2014,167.0,17241.0,27996.0,250169.0,0.0,7769.9,36.24
688,IA,2014,311352.0,401151.0,406807.0,424219.0,43431.0,17467.7,17.64
689,ID,2014,93610.0,7472.0,155787.0,162438.0,0.0,7145.6,20.64
690,IL,2014,1108134.0,1017855.0,278073.0,1197140.0,1023496.0,51697.8,18.88
691,IN,2014,723942.0,1221492.0,162947.0,734901.0,0.0,33963.9,18.05
692,KS,2014,291483.0,316572.0,151818.0,356192.0,89512.0,14500.1,21.21
693,KY,2014,262278.0,913452.0,96645.0,580146.0,0.0,22224.6,20.43
694,LA,2014,1547176.0,209973.0,173371.0,1698933.0,181059.0,39452.9,15.12
695,MA,2014,432523.0,29871.0,87252.0,563978.0,60340.0,28161.3,26.51
696,MD,2014,217227.0,201220.0,77492.0,484711.0,150017.0,23493.6,25.12
697,ME,2014,62423.0,2142.0,164138.0,185791.0,0.0,7571.3,22.72
698,MI,2014,878128.0,618479.0,221483.0,847600.0,326800.0,40786.7,19.84
699,MN,2014,490111.0,313073.0,273992.0,602446.0,132904.0,25728.0,19.6
700,MO,2014,301368.0,780707.0,98934.0,614721.0,97021.0,26626.3,21.72
701,MS,2014,439557.0,116537.0,78055.0,367502.0,107228.0,14935.6,20.97
702,MT,2014,80063.0,175357.0,137730.0,168456.0,0.0,5575.7,21.86
703,NC,2014,462289.0,501592.0,209090.0,834289.0,428474.0,38436.3,23.11
704,ND,2014,89095.0,399195.0,111219.0,236320.0,0.0,8219.4,18.38
705,NE,2014,179705.0,276544.0,155904.0,234466.0,105655.0,10356.8,19.26
706,NH,2014,58785.0,14867.0,61731.0,155001.0,106350.0,6443.0,27.78
707,NJ,2014,805145.0,30731.0,91005.0,856154.0,329533.0,37180.0,23.14
708,NM,2014,256056.0,215348.0,48148.0,240408.0,0.0,9213.6,23.69
709,NV,2014,261902.0,79230.0,76197.0,275622.0,0.0,11516.3,23.17
710,NY,2014,1392378.0,64655.0,437667.0,1382080.0,450141.0,70093.4,24.49
711,OH,2014,1058802.0,1057377.0,163389.0,1062667.0,170319.0,50278.0,19.76
712,OK,2014,667360.0,336080.0,177919.0,535307.0,0.0,20395.4,19.92
713,OR,2014,226472.0,34238.0,495029.0,325766.0,0.0,14802.8,22.11
714,PA,2014,1304080.0,1039161.0,232509.0,1207164.0,823277.0,55800.9,21.29
715,RI,2014,91374.0,0.0,7902.0,86353.0,0.0,4218.1,26.58
716,SC,2014,236040.0,305656.0,158548.0,479576.0,548246.0,22132.2,21.91
717,SD,2014,83919.0,33062.0,140135.0,114520.0,0.0,4877.4,20.37
718,TN,2014,313887.0,427509.0,194804.0,672629.0,289401.0,29650.5,21.4
719,TX,2014,4060590.0,1585961.0,634054.0,5803534.0,410907.0,160438.6,18.84
720,UT,2014,251649.0,344054.0,29679.0,274435.0,0.0,10856.2,21.01
721,VA,2014,438697.0,278183.0,167411.0,830111.0,316081.0,35309.3,21.78
722,VT,2014,10853.0,0.0,35555.0,79824.0,52929.0,3305.1,27.7
723,WA,2014,320167.0,76547.0,957292.0,681853.0,99332.0,25674.1,21.17
724,WI,2014,479396.0,417096.0,195664.0,543179.0,98807.0,26491.1,20.66
725,WV,2014,180222.0,816460.0,57169.0,193011.0,0.0,9021.0,20.08
726,WY,2014,142268.0,489300.0,56015.0,171012.0,0.0,5863.4,18.79
727,US,2014,27376838.0,17996577.0,9761070.0,34658248.0,8337559.0,1395430.4,21.33
728,AK,2015,333936.0,19511.0,23819.0,235839.0,0.0,5552.3,19.06
729,AL,2015,701582.0,494311.0,284365.0,511742.0,438728.0,19990.1,15.69
730,AR,2015,296826.0,226889.0,129264.0,314414.0,144716.0,11171.7,15.86
731,AZ,2015,365313.0,385822.0,149031.0,557369.0,340153.0,20744.8,21.89
732,CA,2015,2384061.0,30967.0,911138.0,3201112.0,193529.0,120161.2,22.14
733,CO,2015,490642.0,340107.0,133682.0,479850.0,0.0,16387.9,17.21
734,CT,2015,260925.0,6536.0,46764.0,313997.0,182083.0,13126.1,23.3
735,DC,2015,33654.0,44.0,1831.0,20423.0,0.0,2144.8,23.11
736,DE,2015,107819.0,7149.0,7744.0,109009.0,0.0,3485.9,19.74
737,FL,2015,1378089.0,466530.0,293757.0,1695087.0,294099.0,57721.4,20.22
738,GA,2015,712580.0,394665.0,300896.0,997508.0,353883.0,34957.9,17.1
739,HI,2015,196.0,15632.0,29420.0,254200.0,0.0,5906.4,27.11
740,IA,2015,302936.0,348293.0,429835.0,415141.0,54836.0,13413.7,13.93
741,ID,2015,107871.0,4249.0,154481.0,175254.0,0.0,6132.7,16.87
742,IL,2015,1011357.0,850430.0,270570.0,1245106.0,1017377.0,40674.6,15.54
743,IN,2015,735055.0,1007472.0,173327.0,750409.0,0.0,27479.6,14.99
744,KS,2015,280421.0,273416.0,149870.0,340937.0,90254.0,11241.5,17.01
745,KY,2015,276867.0,796484.0,89402.0,590257.0,0.0,17478.3,16.37
746,LA,2015,1594207.0,174221.0,158287.0,1716529.0,160015.0,27743.2,10.55
747,MA,2015,457124.0,24177.0,88979.0,577821.0,52236.0,24085.8,22.34
748,MD,2015,225969.0,165994.0,73185.0,499114.0,153140.0,19705.1,21.02
749,ME,2015,54203.0,2588.0,168574.0,194972.0,0.0,6041.1,17.95
750,MI,2015,871834.0,617280.0,239503.0,864500.0,306773.0,33018.3,16.43
751,MN,2015,448557.0,271570.0,278624.0,595108.0,125900.0,19772.5,16.13
752,MO,2015,270885.0,696401.0,95606.0,622945.0,109182.0,21688.0,18.28
753,MS,2015,536996.0,71626.0,74223.0,377952.0,122511.0,12110.3,16.96
754,MT,2015,77443.0,178421.0,129412.0,165080.0,0.0,4384.2,17.66
755,NC,2015,516026.0,405525.0,206845.0,857023.0,440248.0,31788.5,19.0
756,ND,2015,100852.0,408091.0,109747.0,193722.0,0.0,5552.9,13.73
757,NE,2015,170346.0,266319.0,164543.0,234270.0,107976.0,8165.8,15.54
758,NH,2015,70742.0,10989.0,67603.0,152764.0,99186.0,5285.3,22.56
759,NJ,2015,778866.0,22925.0,81586.0,877467.0,347851.0,29753.6,18.96
760,NM,2015,260038.0,215703.0,48909.0,237701.0,0.0,7238.3,18.65
761,NV,2015,312602.0,36635.0,85212.0,266639.0,0.0,9664.9,19.43
762,NY,2015,1396693.0,41241.0,448392.0,1383266.0,466457.0,56789.5,19.83
763,OH,2015,1031716.0,865714.0,157489.0,1081188.0,181726.0,40888.4,16.56
764,OK,2015,711393.0,280748.0,203058.0,521667.0,0.0,15942.3,16.05
765,OR,2015,245897.0,26515.0,451541.0,323140.0,0.0,12671.7,18.94
766,PA,2015,1313350.0,878829.0,235433.0,1187148.0,842044.0,44887.5,17.74
767,RI,2015,96514.0,0.0,8469.0,86112.0,0.0,3578.1,22.6
768,SC,2015,284013.0,241217.0,151230.0,511425.0,555909.0,18598.0,18.05
769,SD,2015,83370.0,19616.0,138038.0,115692.0,0.0,3847.4,16.3
770,TN,2015,322468.0,370650.0,196878.0,687482.0,261037.0,23962.5,17.44
771,TX,2015,4263856.0,1340422.0,672832.0,6022376.0,411571.0,119292.2,13.69
772,UT,2015,242848.0,330043.0,33778.0,276308.0,0.0,8894.3,17.22
773,VA,2015,526314.0,232427.0,169053.0,834674.0,293455.0,28475.7,17.67
774,VT,2015,12245.0,0.0,41531.0,81888.0,0.0,2692.3,21.34
775,WA,2015,327738.0,58273.0,891733.0,732667.0,85347.0,21868.1,17.44
776,WI,2015,476969.0,408189.0,200490.0,534079.0,104666.0,20771.2,16.97
777,WV,2015,191059.0,730949.0,44994.0,189690.0,0.0,7249.2,16.88
778,WY,2015,126421.0,487177.0,52372.0,158389.0,0.0,4447.0,14.88
779,US,2015,28179686.0,15548985.0,9749471.0,35368448.0,8336886.0,1128447.4,17.31
780,AK,2016,330883.0,16613.0,26254.0,219837.0,0.0,4561.4,17.0
781,AL,2016,715033.0,410168.0,259513.0,538953.0,417334.0,19230.0,14.85
782,AR,2016,315617.0,246437.0,127831.0,322808.0,140370.0,10292.2,14.62
783,AZ,2016,373916.0,323878.0,162028.0,576213.0,338636.0,19581.3,20.11
784,CA,2016,2248939.0,32077.0,1116287.0,3315378.0,197754.0,111275.5,20.16
785,CO,2016,464749.0,321476.0,158875.0,482014.0,0.0,15097.4,15.75
786,CT,2016,254652.0,2340.0,47868.0,296001.0,173363.0,11748.8,21.89
787,DC,2016,30160.0,34.0,2193.0,19489.0,0.0,1983.6,22.36
788,DE,2016,113552.0,8199.0,7597.0,110248.0,0.0,3187.1,18.16
789,FL,2016,1414358.0,426188.0,290005.0,1738523.0,306658.0,53459.1,18.42
790,GA,2016,727336.0,399279.0,298214.0,971869.0,360633.0,32344.2,16.16
791,HI,2016,162.0,16431.0,32368.0,252070.0,0.0,5215.5,23.95
792,IA,2016,317115.0,298006.0,452667.0,424923.0,49185.0,12684.6,12.93
793,ID,2016,110344.0,2432.0,153289.0,176049.0,0.0,5717.5,15.48
794,IL,2016,1045034.0,702467.0,276545.0,1247540.0,1031331.0,37622.1,14.56
795,IN,2016,779945.0,948386.0,183792.0,726396.0,0.0,24910.2,13.78
796,KS,2016,276404.0,253121.0,179062.0,342440.0,86245.0,10522.7,16.02
797,KY,2016,279935.0,736584.0,91858.0,600376.0,0.0,16181.7,15.26
798,LA,2016,1718305.0,140513.0,176181.0,1700751.0,179391.0,25055.2,9.33
799,MA,2016,440725.0,20115.0,93041.0,558903.0,56628.0,21535.8,20.61
800,MD,2016,229508.0,162931.0,73766.0,473740.0,154377.0,17893.2,19.85
801,ME,2016,54509.0,2194.0,150107.0,186072.0,0.0,5272.0,16.8
802,MI,2016,926828.0,471236.0,234596.0,880277.0,329999.0,30950.2,15.57
803,MN,2016,466365.0,261250.0,282936.0,617809.0,144970.0,18614.1,14.84
804,MO,2016,273583.0,639860.0,94312.0,619747.0,98630.0,19938.8,17.22
805,MS,2016,561342.0,61219.0,76967.0,386987.0,61680.0,10942.9,15.43
806,MT,2016,77589.0,161938.0,132767.0,166880.0,0.0,4027.8,15.97
807,NC,2016,540271.0,381761.0,222384.0,878993.0,447500.0,29950.8,17.63
808,ND,2016,105625.0,394579.0,125731.0,164552.0,0.0,4618.8,12.39
809,NE,2016,172929.0,240465.0,168536.0,232829.0,97798.0,7557.4,14.31
810,NH,2016,59638.0,5277.0,62838.0,146737.0,112551.0,4718.4,20.97
811,NJ,2016,793928.0,17455.0,85369.0,888468.0,312569.0,27341.1,17.63
812,NM,2016,259158.0,197083.0,64769.0,235515.0,0.0,6475.7,16.83
813,NV,2016,316653.0,30765.0,99674.0,289383.0,0.0,8753.0,16.64
814,NY,2016,1336455.0,29679.0,454021.0,1382206.0,434791.0,50926.5,18.1
815,OH,2016,994162.0,825311.0,159177.0,1082887.0,175893.0,37637.4,15.6
816,OK,2016,736164.0,221842.0,260290.0,520186.0,0.0,13902.0,14.06
817,OR,2016,249829.0,19440.0,482943.0,327835.0,0.0,11788.8,17.36
818,PA,2016,1354340.0,734838.0,230921.0,1138129.0,867302.0,39790.6,16.63
819,RI,2016,88471.0,0.0,8267.0,74342.0,0.0,3018.2,21.25
820,SC,2016,284225.0,221865.0,150318.0,522302.0,583883.0,17748.6,17.07
821,SD,2016,85021.0,26660.0,149018.0,113289.0,0.0,3526.0,15.01
822,TN,2016,336341.0,379775.0,170822.0,702677.0,309357.0,22388.5,16.17
823,TX,2016,4151065.0,1323111.0,820815.0,6175136.0,440109.0,110577.8,12.53
824,UT,2016,250199.0,269016.0,47601.0,285349.0,0.0,8396.6,15.76
825,VA,2016,572103.0,222938.0,167391.0,844901.0,310966.0,26281.8,16.26
826,VT,2016,12383.0,0.0,38701.0,77727.0,0.0,2404.1,19.91
827,WA,2016,324929.0,53302.0,948976.0,800690.0,100674.0,21129.8,15.89
828,WI,2016,501042.0,357335.0,200299.0,524098.0,106173.0,19155.2,15.76
829,WV,2016,188491.0,751957.0,47885.0,199199.0,0.0,7145.2,16.45
830,WY,2016,132478.0,457315.0,58491.0,152624.0,0.0,3990.8,13.28
831,US,2016,28392790.0,14227138.0,10408644.0,35712347.0,8426753.0,1038883.6,15.95
832,AK,2017,343899.0,16376.0,24447.0,216452.0,0.0,5040.3,18.98
833,AL,2017,681208.0,378890.0,285081.0,530370.0,446097.0,20444.4,15.97
834,AR,2017,317530.0,267591.0,121635.0,321210.0,132736.0,11281.4,15.76
835,AZ,2017,334629.0,334512.0,172736.0,583258.0,338246.0,21227.0,21.8
836,CA,2017,2190994.0,33663.0,1314777.0,3392689.0,187227.0,123245.3,21.97
837,CO,2017,462135.0,315835.0,162034.0,489738.0,0.0,16603.3,17.2
838,CT,2017,246532.0,2507.0,46758.0,299249.0,172570.0,12562.3,23.18
839,DC,2017,30607.0,30.0,2257.0,16915.0,0.0,1966.1,23.03
840,DE,2017,103121.0,4804.0,7912.0,112654.0,0.0,3451.5,19.75
841,FL,2017,1421271.0,407538.0,306615.0,1757690.0,304840.0,58778.2,20.05
842,GA,2017,709671.0,344273.0,293604.0,1028148.0,352560.0,35500.7,17.58
843,HI,2017,163.0,14948.0,32003.0,262205.0,0.0,5843.1,26.1
844,IA,2017,376298.0,300287.0,473227.0,409164.0,54528.0,13942.6,13.7
845,ID,2017,115899.0,2615.0,174569.0,176634.0,0.0,6336.1,16.62
846,IL,2017,1034583.0,685000.0,286646.0,1251487.0,1016522.0,40718.8,15.86
847,IN,2017,747919.0,929271.0,183807.0,700249.0,0.0,26752.3,15.15
848,KS,2017,279097.0,216747.0,219766.0,335329.0,111367.0,11179.3,17.3
849,KY,2017,296673.0,639356.0,103410.0,577856.0,0.0,17352.6,16.72
850,LA,2017,1716392.0,142267.0,161570.0,1814440.0,161171.0,29672.0,10.51
851,MA,2017,462406.0,12407.0,95856.0,561908.0,52788.0,23336.0,22.04
852,MD,2017,232723.0,106973.0,80822.0,470666.0,158004.0,18935.6,21.22
853,ME,2017,45125.0,2168.0,155506.0,181420.0,0.0,5593.2,18.24
854,MI,2017,908197.0,499439.0,238177.0,869880.0,338675.0,32708.1,16.5
855,MN,2017,466884.0,257594.0,293528.0,611526.0,145426.0,20488.7,16.24
856,MO,2017,264614.0,709796.0,102440.0,611040.0,86853.0,21324.2,18.68
857,MS,2017,543721.0,53779.0,71848.0,384318.0,77027.0,11882.3,16.73
858,MT,2017,83319.0,156073.0,140885.0,172427.0,0.0,4591.4,17.17
859,NC,2017,520659.0,350286.0,240022.0,885764.0,443192.0,31618.3,18.68
860,ND,2017,112146.0,397875.0,165938.0,184122.0,0.0,5414.8,13.51
861,NE,2017,175613.0,233809.0,186969.0,233348.0,72300.0,8261.5,15.53
862,NH,2017,53633.0,3617.0,66803.0,152656.0,104493.0,5187.4,22.26
863,NJ,2017,734147.0,16488.0,83836.0,858632.0,355948.0,28988.0,19.16
864,NM,2017,249357.0,199114.0,78080.0,249356.0,0.0,7366.2,18.8
865,NV,2017,305309.0,27297.0,109544.0,306479.0,0.0,9854.1,17.99
866,NY,2017,1276905.0,19553.0,490642.0,1378849.0,441029.0,55246.9,19.53
867,OH,2017,1014299.0,810953.0,156232.0,1073983.0,184997.0,39957.0,16.7
868,OK,2017,692145.0,198309.0,290968.0,544537.0,0.0,15549.7,15.37
869,OR,2017,262532.0,18723.0,516930.0,335127.0,0.0,13064.7,18.35
870,PA,2017,1404240.0,669540.0,240496.0,1151732.0,870187.0,43377.7,17.94
871,RI,2017,94730.0,0.0,9567.0,75184.0,0.0,3213.3,22.29
872,SC,2017,287408.0,192751.0,152847.0,524166.0,568390.0,18951.5,18.25
873,SD,2017,85339.0,26114.0,148279.0,112658.0,0.0,3861.2,16.3
874,TN,2017,331613.0,334567.0,182761.0,694516.0,332779.0,23849.4,17.51
875,TX,2017,3987778.0,1451978.0,915338.0,6286229.0,403523.0,125804.9,14.07
876,UT,2017,231151.0,274816.0,64181.0,294385.0,0.0,9262.3,16.92
877,VA,2017,596648.0,159813.0,167010.0,847776.0,319562.0,28402.6,17.48
878,VT,2017,12281.0,0.0,40945.0,77379.0,0.0,2582.4,21.5
879,WA,2017,350872.0,61732.0,967707.0,769685.0,85013.0,23662.5,17.78
880,WI,2017,504808.0,388614.0,198839.0,523110.0,100919.0,20531.1,16.74
881,WV,2017,199298.0,710445.0,49947.0,191481.0,0.0,7477.9,17.61
882,WY,2017,158370.0,458496.0,59425.0,153755.0,0.0,4407.1,14.51
883,US,2017,28056891.0,13839632.0,11138359.0,36043829.0,8418968.0,1136379.4,17.32
884,AK,2018,346255.0,17325.0,24996.0,215613.0,0.0,5834.0,22.2
885,AL,2018,771194.0,377152.0,301170.0,518687.0,412584.0,21948.7,16.7
886,AR,2018,366939.0,304145.0,124834.0,326432.0,132996.0,12447.8,16.45
887,AZ,2018,400531.0,331492.0,179533.0,590247.0,325122.0,23684.9,23.98
888,CA,2018,2209801.0,33256.0,1213958.0,3409954.0,190422.0,137350.6,24.45
889,CO,2018,518088.0,284474.0,165952.0,512429.0,0.0,18719.6,18.5
890,CT,2018,285991.0,4023.0,49572.0,316551.0,176496.0,14207.4,24.87
891,DC,2018,32623.0,37.0,2661.0,19017.0,0.0,2146.5,23.57
892,DE,2018,99416.0,4296.0,8035.0,119451.0,0.0,3896.7,20.74
893,FL,2018,1511134.0,327807.0,314801.0,1843337.0,306461.0,64957.3,21.41
894,GA,2018,759205.0,340152.0,303573.0,998463.0,359262.0,37670.1,18.35
895,HI,2018,192.0,14367.0,31126.0,261466.0,0.0,6828.7,30.36
896,IA,2018,431513.0,325673.0,478666.0,418691.0,51181.0,15664.2,14.62
897,ID,2018,115833.0,2823.0,180196.0,180666.0,0.0,6947.6,18.14
898,IL,2018,1127424.0,704574.0,277668.0,1254095.0,1025651.0,45014.8,16.8
899,IN,2018,890433.0,985668.0,190075.0,703718.0,0.0,29509.8,15.85
900,KS,2018,321809.0,227665.0,222816.0,343686.0,95854.0,12584.9,18.32
901,KY,2018,356673.0,655909.0,103816.0,601468.0,0.0,19701.7,17.92
902,LA,2018,1865382.0,137818.0,160945.0,1729715.0,179330.0,32728.9,11.6
903,MA,2018,452093.0,101.0,101071.0,576328.0,46437.0,27101.5,24.78
904,MD,2018,312824.0,124191.0,90288.0,477626.0,156699.0,20383.8,22.08
905,ME,2018,48370.0,2113.0,155760.0,171062.0,0.0,6140.9,20.16
906,MI,2018,1010919.0,506105.0,247124.0,896217.0,318655.0,36285.8,17.46
907,MN,2018,514172.0,261530.0,296986.0,624491.0,152657.0,22766.6,17.39
908,MO,2018,330552.0,668188.0,110649.0,619352.0,111401.0,23749.8,19.56
909,MS,2018,591886.0,60015.0,74057.0,380952.0,72343.0,13102.2,17.96
910,MT,2018,90778.0,152295.0,147563.0,171531.0,0.0,5088.3,18.56
911,NC,2018,599308.0,325121.0,270114.0,906189.0,439915.0,35276.1,20.09
912,ND,2018,130084.0,407262.0,163255.0,190027.0,0.0,6210.6,14.95
913,NE,2018,196445.0,264072.0,190495.0,239157.0,58884.0,9210.8,16.6
914,NH,2018,51471.0,7798.0,62624.0,155704.0,105195.0,5840.9,24.5
915,NJ,2018,799555.0,16732.0,84239.0,888315.0,334373.0,32259.5,20.09
916,NM,2018,281322.0,136824.0,95244.0,257803.0,0.0,8261.1,19.91
917,NV,2018,310875.0,34996.0,117235.0,308260.0,0.0,11142.3,20.0
918,NY,2018,1393657.0,16710.0,489219.0,1423244.0,448718.0,62257.4,20.99
919,OH,2018,1236747.0,717818.0,158726.0,1089761.0,191483.0,44050.3,17.43
920,OK,2018,842224.0,171280.0,324177.0,541278.0,0.0,17126.4,16.2
921,OR,2018,271311.0,16911.0,502494.0,339590.0,0.0,14229.4,20.26
922,PA,2018,1515912.0,644056.0,251952.0,1170049.0,872749.0,47961.5,18.96
923,RI,2018,104748.0,0.0,10045.0,82615.0,0.0,3873.6,24.84
924,SC,2018,338951.0,205204.0,165199.0,526034.0,551151.0,20322.0,19.15
925,SD,2018,95548.0,27618.0,158194.0,115313.0,0.0,4311.3,17.42
926,TN,2018,404318.0,251835.0,199132.0,700650.0,378224.0,26746.5,18.7
927,TX,2018,4596600.0,1189311.0,1009917.0,6720839.0,430597.0,148718.2,15.29
928,UT,2018,253819.0,273117.0,61286.0,310060.0,0.0,10437.1,18.46
929,VA,2018,667004.0,149349.0,183826.0,869728.0,305826.0,32149.4,19.04
930,VT,2018,14208.0,0.0,44258.0,75792.0,0.0,2834.8,23.11
931,WA,2018,334779.0,61166.0,955305.0,775777.0,101502.0,25962.2,19.69
932,WI,2018,565291.0,362077.0,203443.0,548839.0,105900.0,22826.7,17.5
933,WV,2018,221402.0,661760.0,53573.0,216968.0,0.0,8767.1,18.79
934,WY,2018,175639.0,455748.0,54920.0,159048.0,0.0,4962.3,15.41
935,US,2018,31163246.0,13249958.0,11369899.0,36892286.0,8438068.0,1271930.6,18.61
936,AK,2019,343384.0,17620.0,23608.0,220818.0,0.0,5689.3,21.36
937,AL,2019,748731.0,317180.0,298545.0,529319.0,455865.0,21301.9,16.38
938,AR,2019,371388.0,239798.0,132189.0,330550.0,141750.0,12055.8,16.07
939,AZ,2019,484249.0,257727.0,174570.0,607131.0,333312.0,23601.3,23.3
940,CA,2019,2218732.0,30886.0,1373488.0,3395439.0,168799.0,139280.3,24.68
941,CO,2019,553842.0,273338.0,178021.0,526331.0,0.0,18788.9,17.77
942,CT,2019,293149.0,867.0,48862.0,304773.0,174730.0,13573.3,24.32
943,DC,2019,31603.0,5.0,3049.0,18555.0,0.0,2117.5,24.06
944,DE,2019,93442.0,2179.0,8544.0,120332.0,0.0,3789.4,19.87
945,FL,2019,1578269.0,233542.0,315365.0,1804514.0,303946.0,62678.4,20.79
946,GA,2019,786904.0,273109.0,314211.0,995857.0,350759.0,36579.9,17.95
947,HI,2019,228.0,14179.0,29839.0,264338.0,0.0,6731.5,29.48
948,IA,2019,433368.0,266368.0,518892.0,430621.0,54671.0,14989.8,13.89
949,ID,2019,133257.0,2364.0,171550.0,183278.0,0.0,6748.5,17.12
950,IL,2019,1180447.0,591909.0,293917.0,1239327.0,1030996.0,42478.1,16.0
951,IN,2019,934151.0,821545.0,187427.0,710201.0,0.0,28789.8,15.37
952,KS,2019,319950.0,197779.0,239094.0,352445.0,96565.0,12004.6,17.31
953,KY,2019,361174.0,574502.0,101676.0,595296.0,0.0,18821.0,17.36
954,LA,2019,1963925.0,90701.0,150526.0,1736963.0,145993.0,29899.9,10.64
955,MA,2019,442794.0,71.0,99536.0,572180.0,22734.0,25788.1,23.51
956,MD,2019,311631.0,77301.0,79877.0,474069.0,156765.0,19482.1,21.44
957,ME,2019,46301.0,2160.0,154606.0,166761.0,0.0,5874.4,19.27
958,MI,2019,1054986.0,447823.0,244587.0,882063.0,343639.0,34773.9,16.89
959,MN,2019,549487.0,205139.0,298551.0,640082.0,147280.0,21981.8,16.59
960,MO,2019,327798.0,584662.0,121475.0,622101.0,95961.0,22482.1,18.76
961,MS,2019,583800.0,51028.0,70136.0,383081.0,115202.0,12526.6,17.35
962,MT,2019,92649.0,159165.0,133863.0,175168.0,0.0,5016.8,17.99
963,NC,2019,569405.0,318154.0,275441.0,905845.0,437683.0,34227.1,19.56
964,ND,2019,157419.0,372018.0,164419.0,188349.0,0.0,6006.9,14.67
965,NE,2019,198771.0,240414.0,203880.0,242788.0,72589.0,8895.7,16.03
966,NH,2019,55366.0,4182.0,62394.0,152435.0,113890.0,5545.5,23.52
967,NJ,2019,790685.0,13780.0,84994.0,842885.0,278147.0,30396.5,19.88
968,NM,2019,305538.0,151468.0,105040.0,262605.0,0.0,7969.9,18.49
969,NV,2019,315564.0,37177.0,125022.0,306466.0,0.0,11090.5,19.72
970,NY,2019,1337750.0,13648.0,498124.0,1386269.0,468481.0,58489.7,20.16
971,OH,2019,1260474.0,594257.0,160334.0,1070162.0,177624.0,41907.9,16.96
972,OK,2019,873688.0,93953.0,347056.0,524240.0,0.0,16164.2,15.54
973,OR,2019,302229.0,27430.0,445620.0,334509.0,0.0,14108.6,19.87
974,PA,2019,1679486.0,568781.0,234570.0,1134520.0,869084.0,45768.8,18.32
975,RI,2019,97931.0,0.0,11832.0,77313.0,0.0,3640.1,24.3
976,SC,2019,347904.0,160703.0,166366.0,515839.0,585828.0,19712.4,18.84
977,SD,2019,97428.0,31420.0,169269.0,116179.0,0.0,4163.8,16.63
978,TN,2019,420285.0,216876.0,191569.0,713625.0,372992.0,25954.4,18.3
