state,year,gas_generation,gas_consumption,coal_generation,coal_consumption,oil_generation,oil_consumption,nuclear_generation,nuclear_consumption,non_renewable_gen,non_renewable_consumption,renewable_generation,renewable_consumption,expenditures (M dollars),price (dollars per MBtu),all_generation,all_consumption
GA,2010,0,540943,0,767906,0,1052237,350268,350268,350268,2711354,220521,247287,38095.8,18.31,570789,2958641
HI,2010,0,161,0,17117,0,262031,0,0,0,279309,15221,18177,6199.8,29.12,15221,297486
IA,2010,0,278751,0,493794,0,417223,46518,46518,46518,1236286,618615,335054,14727.2,15.37,665133,1571340
ID,2010,0,85075,0,8527,0,161121,0,0,0,254723,133887,132245,5777.9,17.18,133887,386968
IL,2010,2191,962240,767419,1069037,52589,1204917,1005374,1005374,1827573,4241568,298292,216383,45198.7,17.25,2125865,4457951
IN,2010,6884,577423,790889,1449371,10643,719848,0,0,808416,2746642,205601,148291,27360.1,15,1014017,2894933
KS,2010,370711,280413,3069,359908,234726,348037,99876,99876,708382,1088234,103509,75257,11614.9,17.58,811891,1163491
KY,2010,145590,239057,2556093,1009823,14610,644203,0,0,2716293,1893083,70808,84515,20414.9,17.22,2787101,1977598
LA,2010,2419335,1482948,54346,259750,392022,1961488,194818,194818,3060521,3899004,113294,134463,40658.6,14.82,3173815,4033467
MA,2010,0,447428,0,83850,0,587698,61853,61853,61853,1180829,50619,75267,24780.2,23.25,112472,1256096
MD,2010,44,217625,58798,266067,0,498084,146265,146265,205107,1128041,48677,71889,21737.2,22.7,253784,1199930
ME,2010,0,80988,0,2279,0,189831,0,0,0,273098,159000,163927,6289.8,18.72,159000,437025
MI,2010,137245,758696,0,749285,40484,814514,309636,309636,487365,2632131,148432,160224,34657.3,18.31,635797,2792355
MN,2010,0,427186,0,315438,0,589241,140873,140873,140873,1472738,291070,224987,20894,17.04,431943,1697725
MO,2010,0,282123,9816,801625,847,645915,94027,94027,104690,1823690,102435,100761,23035.1,18.73,207125,1924451
MS,2010,102998,444875,41586,148463,139090,379283,100791,100791,384465,1073412,63661,74760,12900.2,17.94,448126,1148172
MT,2010,90618,72888,797035,203339,146926,171656,0,0,1034579,447883,114782,117221,4766.1,18.25,1149361,565104
NC,2010,0,308710,0,749091,0,875156,425810,425810,425810,2358767,158386,189830,34287.7,20.16,584196,2548597
ND,2010,107687,64263,377669,409684,652819,148277,0,0,1138175,622224,109146,84009,4374.5,13.23,1247321,706233
NE,2010,2240,169608,0,254552,13520,243230,115540,115540,131300,782930,280420,133695,8788.1,16.74,411720,916625
NH,2010,0,62612,0,33827,0,148187,114032,114032,114032,358658,45146,51207,5298.1,24.16,159178,409865
NJ,2010,0,671005,0,71961,0,919715,342526,342526,342526,2005207,37069,74011,35475.6,21.66,379595,2079218
NM,2010,1453109,246201,381448,267474,380300,226019,0,0,2214857,739694,33674,39926,7300.9,20.09,2248531,779620
NV,2010,4,267808,0,80228,2471,282396,0,0,2475,630432,48915,56443,10209.8,20.87,51390,686875
NY,2010,36601,1224484,0,167094,2210,1485219,437620,437620,476431,3314417,366290,405824,64479.5,22.78,842721,3720241
OH,2010,80778,810593,644947,1355137,27678,1091310,165192,165192,918595,3422232,125530,129218,44137.3,18.11,1044125,3551450
OK,2010,2067225,697351,17580,346047,407137,523822,0,0,2491942,1567220,96019,108361,16989.2,17.13,2587961,1675581
OR,2010,1428,242914,0,42556,0,342072,0,0,1428,627542,398699,406526,12707.1,19.1,400127,1034068
PA,2010,600932,909259,1485775,1310670,18780,1238775,813462,813462,2918949,4272166,159183,190969,48687.8,19.61,3078132,4463135
RI,2010,0,95710,0,0,0,88739,0,0,0,184449,3723,7178,3688.3,23.62,3723,191627
SC,2010,0,225961,0,404966,0,506026,543379,543379,543379,1680332,115370,134412,18970.9,18.55,658749,1814744
SD,2010,1871,72926,0,39061,9321,114364,0,0,11192,226351,209935,128953,3887.6,17.22,221127,355304
TN,2010,5951,263365,45030,515464,1491,681223,289930,289930,342402,1749982,166480,176941,25589.3,18.66,508882,1926923
TX,2010,7549424,3689581,538258,1568060,2475249,5394188,432036,432036,10994967,11083865,389925,458187,136163.2,17.39,11384892,11542052
UT,2010,465967,229078,445692,356148,143045,258718,0,0,1054704,843944,17677,22771,8405.8,17.03,1072381,866715
VA,2010,151378,385768,564326,346161,70,844391,277729,277729,993503,1854049,110819,143772,30698.7,19.13,1104322,1997821
VT,2010,0,8501,0,0,0,81464,49986,49986,49986,139951,32420,34817,2795.8,23.67,82406,174768
WA,2010,0,294871,0,94934,0,691874,96588,96588,96588,1178267,822182,839885,22299.5,18.42,918770,2018152
WI,2010,0,376627,0,458442,0,528503,138812,138812,138812,1502384,204256,186264,21680.1,18.46,343068,1688648
WV,2010,301043,121780,3346117,848129,10684,203955,0,0,3657844,1173864,45978,52218,8182.2,17.43,3703822,1226082
WY,2010,2512933,154759,7658286,484239,312562,166451,0,0,10483781,805449,44768,45955,4599.5,15.37,10528549,851404
US,2010,24592827,24568039,21831301,20828382,11610469,35321018,8434433,8434433,66469030,89151872,8312486,8265583,1214277.5,18.92,74781516,97417455
AK,2011,405691,339819,33524,15481,1188008,268848,0,0,1627223,624148,16078,16702,7829,25.22,1643301,640850
AL,2011,225570,609288,468671,651032,48563,521337,411822,411822,1154626,2193479,255849,279972,24444.2,20.06,1410475,2473451
AR,2011,1090851,288906,2985,306119,46040,337961,148531,148531,1288407,1081517,124986,135133,14194.2,19.59,1413393,1216650
AZ,2011,171,293134,174841,459909,215,552991,327292,327292,502519,1633326,111992,129110,23656.7,25.23,614511,1762436
CA,2011,280255,2196252,0,55264,1137798,3174345,383644,383644,1801697,5809505,834579,953565,133412.9,24.55,2636276,6763070
CO,2011,1822749,477208,586847,368871,229199,463660,0,0,2638795,1309739,106167,107753,19453.3,21.32,2744962,1417492
CT,2011,0,236016,0,6081,0,317397,166669,166669,166669,726163,30742,43360,15619.4,28.16,197411,769523
DC,2011,0,33389,0,48,0,22226,0,0,0,55663,276,1296,2443.3,26.61,276,56959
DE,2011,0,81710,0,17881,0,114686,0,0,0,214277,4154,7844,4279,25.1,4154,222121
FL,2011,15352,1235953,0,552730,11733,1610356,230369,230369,257454,3629408,227695,288638,68671.7,25.46,485149,3918046
GA,2011,0,531596,0,634756,0,1016118,338052,338052,338052,2520522,218510,246831,43577.6,21.62,556562,2767353
HI,2011,0,158,0,16080,0,266019,0,0,0,282257,16593,20402,8067.9,37.15,16593,302659
IA,2011,0,277576,0,463138,0,415548,54572,54572,54572,1210834,668883,353478,16995.8,17.8,723455,1564312
ID,2011,0,83947,0,7846,0,157999,0,0,0,249792,178551,177760,6709.9,19.72,178551,427552
IL,2011,3600,986310,864228,1052224,53116,1182982,1002694,1002694,1923638,4224210,313508,233916,50813.4,19.4,2237146,4458126
IN,2011,9184,635117,840986,1333442,11525,710963,0,0,861695,2679522,222940,156049,32160.5,17.82,1084635,2835571
KS,2011,355019,285318,840,346521,240700,328517,76585,76585,673144,1036941,108558,81476,13203.6,20.36,781702,1118417
KY,2011,134060,229048,2623804,1010623,13491,630806,0,0,2771355,1870477,78515,90457,23866.3,20.62,2849870,1960934
LA,2011,3233225,1535704,52440,269993,401812,1949628,173859,173859,3861336,3929184,119653,135127,47663.9,17.49,3980989,4064311
MA,2011,0,464018,0,42963,0,574191,53212,53212,53212,1134384,53063,77232,27798.4,26.14,106275,1211616
MD,2011,35,199132,65871,241190,0,480594,150655,150655,216561,1071571,57772,80305,23551,25.42,274333,1151876
ME,2011,0,75061,0,1542,0,188435,0,0,0,265038,161563,166773,7396.4,21.87,161563,431811
MI,2011,143529,787337,0,691150,40820,796407,344155,344155,528504,2619049,162097,176632,39718.4,20.73,690601,2795681
MN,2011,0,424958,0,315604,0,580208,125134,125134,125134,1445904,310097,241621,24229.7,19.84,435231,1687525
MO,2011,0,275308,10075,825650,684,623832,98062,98062,108821,1822852,103118,96371,26512.2,22.26,211939,1919223
MS,2011,99589,437873,28822,107546,139449,369063,108164,108164,376024,1022646,66402,75576,14547.9,20.73,442426,1098222
MT,2011,77669,79470,746650,165687,140099,177760,0,0,964418,422917,140362,143494,5749.1,21.79,1104780,566411
NC,2011,0,311189,0,624783,0,830733,424073,424073,424073,2190778,156885,188541,37825,23.29,580958,2379319
ND,2011,130722,72247,367624,394771,884129,184822,0,0,1382475,651840,132334,102733,6399.3,17.13,1514809,754573
NE,2011,1981,173657,0,285384,14755,231425,72549,72549,89285,763015,297829,144549,10040.9,19.33,387114,907564
NH,2011,0,72778,0,24489,0,147637,87508,87508,87508,332412,46132,52027,6166.4,27.72,133640,384439
NJ,2011,0,677521,0,49592,0,931578,351658,351658,351658,2010349,38479,74190,39814.7,24.33,390137,2084539
NM,2011,1397252,251838,405952,284737,414804,232633,0,0,2218008,769208,36007,43298,8906.6,23.81,2254015,812506
NV,2011,3,255970,0,62701,2366,267077,0,0,2369,585748,50243,58036,11085.8,23.35,52612,643784
NY,2011,31902,1247757,0,125181,2175,1387352,446761,446761,480838,3207051,399587,438840,69658.9,25.3,880425,3645891
OH,2011,81303,848771,679187,1222606,27011,1067554,155806,155806,943307,3294737,139196,138111,49386.1,20.43,1082503,3432848
OK,2011,2153980,676910,19094,378320,475728,507576,0,0,2648802,1562806,100945,114750,19383.7,19.73,2749747,1677556
OR,2011,1372,203607,0,35135,0,331023,0,0,1372,569765,517321,526732,14791.9,22.12,518693,1096497
PA,2011,1374471,1000507,1511491,1212984,19900,1208894,796798,796798,3702660,4219183,178878,215431,55660.6,22.72,3881538,4434614
RI,2011,0,102465,0,0,0,82254,0,0,0,184719,3674,6901,3901.8,26.18,3674,191620
SC,2011,0,235465,0,366160,0,485250,553573,553573,553573,1640448,117505,135879,21439,21.4,671078,1776327
SD,2011,1857,73973,0,32112,9477,112687,0,0,11334,218772,234103,154349,4613.5,20.45,245437,373121
TN,2011,5638,267929,38576,481127,1717,673366,281682,281682,327613,1704104,178951,191304,29718.9,22.05,506564,1895408
TX,2011,8014144,3800578,605290,1695239,3072915,5393262,414881,414881,12107230,11303960,445552,524901,162238,20.49,12552782,11828861
UT,2011,496623,230672,453869,346181,152401,276715,0,0,1102893,853568,24384,31282,10545.2,20.29,1127277,884850
VA,2011,155174,383436,562805,288348,64,795625,267334,267334,985377,1734743,104935,136050,34392.7,22.3,1090312,1870793
VT,2011,0,8677,0,0,0,79938,51351,51351,51351,139966,30553,33019,3252.2,27.92,81904,172985
WA,2011,0,272261,0,56951,0,694946,50293,50293,50293,1074451,1063523,1080055,26723,21.48,1113816,2154506
WI,2011,0,399247,0,447370,0,516508,120962,120962,120962,1484087,208295,186444,24669.1,20.91,329257,1670531
WV,2011,442561,124935,3321102,822645,12447,199665,0,0,3776110,1147245,47219,53542,9368.9,20.53,3823329,1200787
WY,2011,2375342,161776,7591675,467671,316187,168323,0,0,10283204,797770,60357,61810,5577.8,18.2,10343561,859580
US,2011,26409448,24953771,22057248,19663856,12012299,34639718,8268698,8268698,68747693,87526043,9305589,9209646,1392467.9,21.87,78053282,96735689
AK,2012,399421,347228,31332,15521,1115926,250063,0,0,1546679,612812,17796,17831,7577.2,25.58,1564475,630643
AL,2012,229914,677380,488084,547004,55245,513993,427975,427975,1201218,2166352,242204,265964,24117.9,19.86,1443422,2432316
AR,2012,1164000,300572,2077,296732,38303,321213,162353,162353,1366733,1080870,114236,125377,13724.9,19.84,1480969,1206247
AZ,2012,119,339043,161374,420570,302,538460,334636,334636,496431,1632709,97645,114315,23910.3,26.03,594076,1747024
CA,2012,278232,2456371,0,43832,1143824,3079327,193939,193939,1615995,5773469,700597,818490,134569.5,25.17,2316592,6591959
CO,2012,1895207,456471,629645,370085,288608,458509,0,0,2813460,1285065,105522,108351,19424.3,21.84,2918982,1393416
CT,2012,0,236260,0,9290,0,300595,178959,178959,178959,725104,26888,38975,15196.5,28.63,205847,764079
DC,2012,0,29389,0,77,0,19354,0,0,0,48820,269,1077,2208,25.43,269,49897
DE,2012,0,104421,0,17384,0,108981,0,0,0,230786,3558,7116,4248.7,24.63,3558,237902
FL,2012,785,1348390,0,482984,12383,1549928,187259,187259,200427,3568561,223004,287354,67903.9,25.56,423431,3855915
GA,2012,0,624338,0,435546,0,956122,355674,355674,355674,2371680,206750,237974,41659,21.83,562424,2609654
HI,2012,0,187,0,16572,0,259024,0,0,0,275783,18095,21430,8289.5,38.6,18095,297213
IA,2012,0,266283,0,422595,0,392006,45552,45552,45552,1126436,677165,370566,16020.3,17.68,722717,1497002
ID,2012,0,90339,0,5186,0,153915,0,0,0,249440,156516,156600,6796,20.28,156516,406040
IL,2012,2148,939024,1094204,969294,56451,1140419,1010189,1010189,2162992,4058926,325074,242375,47680.2,19.19,2488066,4301301
IN,2012,8920,654528,826842,1193465,13630,683759,0,0,849392,2531752,197461,144690,31977.9,18.14,1046853,2676442
KS,2012,334965,268086,388,307585,253756,329269,86818,86818,675927,991758,113448,90046,13106.6,20.98,789375,1081804
KY,2012,118611,232701,2193276,909705,18548,619187,0,0,2330435,1761593,68400,80329,22986,20.65,2398835,1841922
LA,2012,3052087,1585876,53041,238811,411841,1806173,164092,164092,3681061,3794952,115934,130783,39711.8,15.12,3796995,3925735
MA,2012,0,430920,0,24036,0,536809,61402,61402,61402,1053167,49832,73171,26812.4,26.85,111234,1126338
MD,2012,46,216558,54088,192334,0,470103,142297,142297,196431,1021292,48798,71341,22970.8,25.63,245229,1092633
ME,2012,0,70451,0,1299,0,170117,0,0,0,241867,157339,162608,7086.6,21.88,157339,404475
MI,2012,135076,804084,0,621633,43204,778608,293619,293619,471899,2497944,162374,179593,39184,21.33,634273,2677537
MN,2012,0,430277,0,257875,0,585141,125159,125159,125159,1398452,306232,246583,24004.4,20.07,431391,1645035
MO,2012,0,258945,9197,768297,1015,599722,112317,112317,122529,1739281,91803,84689,25775.7,22.6,214332,1823970
MS,2012,65344,499946,30537,82456,139995,373429,76456,76456,312332,1032287,79602,88539,14529.5,20.56,391934,1120826
MT,2012,70814,75234,660148,157308,153665,173248,0,0,884627,405790,124376,127819,5621.8,22,1009003,533609
NC,2012,0,367948,0,534713,0,802771,412722,412722,412722,2118154,153134,186574,37440.4,23.72,565856,2304728
ND,2012,231489,71873,366826,406344,1405653,199212,0,0,2003968,677429,127540,99508,6966.4,17.98,2131508,776937
NE,2012,1353,161770,0,272587,17545,233031,60795,60795,79693,728183,273441,132976,10170.8,19.9,353134,861159
NH,2012,0,74336,0,14191,0,138269,85814,85814,85814,312610,44615,50256,5986.5,28.38,130429,362866
NJ,2012,0,670827,0,25589,0,884720,346962,346962,346962,1928098,42925,76886,37651.4,24.4,389887,2004984
NM,2012,1367017,249815,409050,263439,496196,233394,0,0,2272263,746648,37490,45164,8994.9,24.19,2309753,791812
NV,2012,4,281432,0,52850,2134,261495,0,0,2138,595777,56544,63674,11223.8,23.72,58682,659451
NY,2012,27243,1260950,0,72914,2100,1341448,427277,427277,456620,3102589,360110,399747,67387,25.39,816730,3502336
OH,2012,87405,869556,642149,1019140,29713,1045080,179055,179055,938322,3112831,140309,143509,48072,20.49,1078631,3256340
OK,2012,2295025,712411,22004,327089,585794,522769,0,0,2902823,1562269,119646,135556,19605.4,20.19,3022469,1697825
OR,2012,787,220578,0,28259,0,323741,0,0,787,572578,498462,507768,14892.2,22.58,499249,1080346
PA,2012,2368982,1079495,1390644,1093178,25050,1157559,787753,787753,4572429,4117985,168572,203830,54045,22.76,4741001,4321815
RI,2012,0,98435,0,0,0,78856,0,0,0,177291,2951,6003,3828.2,26.58,2951,183294
SC,2012,0,250481,0,298572,0,468285,535952,535952,535952,1553290,119713,138964,21123.7,21.83,655665,1692254
SD,2012,15413,71501,0,35574,10173,116746,0,0,25586,223821,217380,140762,4768.5,21.03,242966,364583
TN,2012,6624,281007,28372,423086,2152,646741,263045,263045,300193,1613879,166373,181037,28637,22.26,466566,1794916
TX,2012,8523892,3964124,578697,1498818,4210452,5504726,402823,402823,13715864,11370491,461642,533395,152502,19.16,14177506,11903886
UT,2012,534130,232630,387129,322055,175218,269396,0,0,1096477,824081,21011,28026,10614,21.15,1117488,852107
VA,2012,151383,424000,493398,222270,52,796113,300992,300992,945825,1743375,102365,134372,34741.6,22.73,1048190,1877747
VT,2012,0,8287,0,0,0,75387,52283,52283,52283,135957,26305,28836,3212.9,29.07,78588,164793
WA,2012,0,271947,0,42656,0,697816,97808,97808,97808,1110227,1019829,1036980,26878,21.77,1117637,2147207
WI,2012,0,410305,0,373281,0,501822,149845,149845,149845,1435253,199575,178205,24202,21.34,349420,1613458
WV,2012,602587,140133,3059090,756716,14923,194403,0,0,3676600,1091252,44877,51398,9173.2,21.19,3721477,1142650
WY,2012,2240497,158546,6973727,490128,335286,172121,0,0,9549510,820795,53775,55484,5789.2,18.68,9603285,876279
US,2012,27872427,26075691,20585319,17380923,13848648,33833375,8061822,8061822,70368216,85351811,8889503,8852895,1355174.7,21.84,79257719,94204706
AK,2013,380655,332631,24917,14819,1089953,230765,0,0,1495525,578215,18629,18931,6957.4,25.11,1514154,597146
AL,2013,211258,625869,469162,565051,60366,492294,426488,426488,1167274,2109702,313682,336863,23972.2,18.89,1480956,2446565
AR,2013,1164319,288045,1433,327099,38680,321254,124816,124816,1329248,1061214,121335,132370,14004.7,19.3,1450583,1193584
AZ,2013,74,340375,163691,454865,348,543380,328423,328423,492536,1667043,99051,119753,23907.4,25.7,591587,1786796
CA,2013,287883,2480792,0,38151,1153782,3096230,187162,187162,1628827,5802335,743306,897358,135749.7,25.15,2372133,6699693
CO,2013,1799439,480875,529096,363532,384070,464287,0,0,2712605,1308694,119366,122946,19887.4,21.18,2831971,1431640
CT,2013,0,240102,0,7679,0,307661,178465,178465,178465,733907,30055,42952,15331.2,27.79,208520,776859
DC,2013,0,33725,0,4,0,18790,0,0,0,52519,309,1179,2218.3,24.71,309,53698
DE,2013,0,100682,0,18254,0,101393,0,0,0,220329,3803,7619,3975.1,24.05,3803,227948
FL,2013,297,1245287,0,505155,12609,1588920,277169,277169,290075,3616531,234151,301827,67935.3,25.11,524226,3918358
GA,2013,0,634635,0,426184,0,975666,343801,343801,343801,2380286,248877,284011,42706.8,21.46,592678,2664297
HI,2013,0,197,0,15306,0,260346,0,0,0,275849,22775,25989,8214.8,37.07,22775,301838
IA,2013,0,306419,0,402402,0,415110,55597,55597,55597,1179528,705183,389728,16792.6,17.22,760780,1569256
ID,2013,0,107089,0,7965,0,157372,0,0,0,272426,140184,140544,7068.8,20.24,140184,412970
IL,2013,2933,1063511,1149607,1026925,55326,1169110,1014926,1014926,2222792,4274472,355728,268752,48730.1,18.37,2578520,4543224
IN,2013,8057,680051,883260,1198611,13914,721544,0,0,905231,2600206,213708,157896,33172.4,17.97,1118939,2758102
KS,2013,321465,288274,541,326817,271707,338696,74902,74902,668615,1028689,154217,132989,13785.4,21.15,822832,1161678
KY,2013,106732,235703,1940060,914774,13369,582930,0,0,2060161,1733407,80673,96473,22728.8,20.8,2140834,1829880
LA,2013,2463608,1504969,38079,228055,418847,1762715,177156,177156,3097690,3672895,140427,151598,39313.3,15.27,3238117,3824493
MA,2013,0,435312,0,42208,0,564699,45251,45251,45251,1087470,57090,82560,28062.5,26.49,102341,1170030
MD,2013,33,206126,45290,183191,0,478356,149048,149048,194371,1016721,53544,78496,23324,25.35,247915,1095217
ME,2013,0,65886,0,1657,0,182365,0,0,0,249908,161720,168347,7432.1,21.71,161720,418255
MI,2013,129758,831741,0,658172,45176,831484,302194,302194,477128,2623591,188731,208916,40772,20.31,665859,2832507
MN,2013,0,478611,0,267695,0,600937,111885,111885,111885,1459128,305832,245622,25168.8,19.74,417717,1704750
MO,2013,9,281399,9101,806549,1154,601720,87428,87428,97692,1777096,110069,97726,26500.5,22.31,207761,1874822
MS,2013,60866,426902,37197,97767,139531,364610,113523,113523,351117,1002802,64706,76908,14601.2,21.12,415823,1079710
MT,2013,67877,82298,753246,166104,169870,172419,0,0,990993,420821,114500,118144,5622.4,22.06,1105493,538965
NC,2013,0,445018,0,493771,0,812705,420486,420486,420486,2171980,192360,228352,38054.4,23.37,612846,2400332
ND,2013,318391,82334,369479,393193,1811624,222215,0,0,2499494,697742,125386,98237,7657.3,18.31,2624880,795979
NE,2013,1069,179617,0,292956,16286,231611,71736,71736,89091,775920,278161,138417,10319.4,19.34,367252,914337
NH,2013,0,55649,0,16778,0,144512,114173,114173,114173,331112,52904,59059,6144.5,27.68,167077,390171
NJ,2013,0,711999,0,25910,0,878077,348784,348784,348784,1964770,49729,86152,37567,23.84,398513,2050922
NM,2013,1331404,252867,400228,256377,596176,232460,0,0,2327808,741704,39674,46411,9071.8,23.62,2367482,788115
NV,2013,3,282245,0,64838,1937,268244,0,0,1940,615327,66544,74096,11296.3,22.81,68484,689423
NY,2013,24232,1315282,0,68707,2123,1330482,467651,467651,494006,3182122,380811,418075,68137.6,24.72,874817,3600197
OH,2013,175320,945731,612270,1104486,46620,1053987,168451,168451,1002661,3272655,155525,160117,48589.3,19.88,1158186,3432772
OK,2013,2282057,682277,25054,335925,722912,506028,0,0,3030023,1524230,164988,178059,19298.8,19.73,3195011,1702289
OR,2013,782,244265,0,38900,0,322313,0,0,782,605478,463420,472016,14841,22.04,464202,1077494
PA,2013,3452918,1175535,1379262,1126118,30757,1181000,822483,822483,5685420,4305136,200385,235207,54600,21.53,5885805,4540343
RI,2013,0,88274,0,0,0,82166,0,0,0,170440,2704,6106,3991.6,26.23,2704,176546
SC,2013,0,236942,0,257319,0,480197,566879,566879,566879,1541337,134299,156589,21813.3,21.96,701178,1697926
SD,2013,16753,84527,0,34246,10730,112656,0,0,27483,231429,208561,128968,4768,20.24,236044,360397
TN,2013,6240,284750,28376,399768,1937,655891,297732,297732,334285,1638141,210044,226381,28975.3,21.64,544329,1864522
TX,2013,8825436,4131225,564850,1597357,5384476,5828991,400353,400353,15175115,11957926,500607,584228,158435.4,18.99,15675722,12542154
UT,2013,516190,258661,385736,355230,203093,271571,0,0,1105019,885462,17181,25011,10936.6,20.66,1122200,910473
VA,2013,144400,433438,456766,290508,58,793774,306430,306430,907654,1824150,118392,152518,34734,22.12,1026046,1976668
VT,2013,0,9743,0,0,0,78655,50639,50639,50639,139037,33315,36145,3313.2,28.28,83954,175182
WA,2013,0,327840,0,74955,0,698425,88408,88408,88408,1189628,928039,942926,26479.2,21.53,1016447,2132554
WI,2013,0,454050,0,454554,0,510487,121994,121994,121994,1541085,206356,188808,24877.7,20.27,328350,1729893
WV,2013,832674,152880,2874653,771188,41986,195225,0,0,3749313,1119293,53863,61073,9175.9,20.63,3803176,1180366
WY,2013,2050835,156110,6760447,520699,368172,161686,0,0,9179454,838495,53125,54820,5545.8,18.42,9232579,893315
US,2013,28421429,26788768,19901802,18038771,15871833,34398415,8244433,8244433,72439497,87470387,9438028,9464268,1376402.2,21.42,81877525,96934655
AK,2014,381937,329274,22944,18225,1050554,226102,0,0,1455435,573601,19788,22760,6875.7,24.95,1475223,596361
AL,2014,195614,650570,414366,575912,57020,490328,431368,431368,1098368,2148178,270744,293890,24079.7,18.62,1369112,2442068
AR,2014,1142667,273009,1864,339214,39295,325319,151428,151428,1335254,1088970,119827,131625,13916.4,18.86,1455081,1220595
AZ,2014,109,315916,173337,447849,325,543552,338044,338044,511815,1645361,120267,139836,23613.1,25.51,632082,1785197
CA,2014,271757,2409574,0,39486,1187643,3083503,177656,177656,1637056,5710219,750692,903692,136011.3,25.65,2387748,6613911
CO,2014,1848761,497182,528242,350526,554834,480827,0,0,2931837,1328535,126925,131177,20433.4,21.33,3058762,1459712
CT,2014,0,242227,0,9097,0,308514,165677,165677,165677,725515,32675,45472,15590.1,27.96,198352,770987
DC,2014,0,35302,0,48,0,20118,0,0,0,55468,344,1313,2325.7,24.92,344,56781
DE,2014,0,107051,0,10238,0,103067,0,0,0,220356,4224,8064,3994,23.68,4224,228420
FL,2014,858,1241250,0,557882,12917,1613839,291474,291474,305249,3704445,231320,298010,68555.7,24.99,536569,4002455
GA,2014,0,664808,0,482657,0,948453,340652,340652,340652,2436570,267186,297134,42586,21.14,607838,2733704
HI,2014,0,167,0,17241,0,250169,0,0,0,267577,24423,27996,7769.9,36.24,24423,295573
IA,2014,0,311352,0,401151,0,424219,43431,43431,43431,1180153,726955,406807,17467.7,17.64,770386,1586960
ID,2014,0,93610,0,7472,0,162438,0,0,0,263520,156026,155787,7145.6,20.64,156026,419307
IL,2014,2044,1108134,1293541,1017855,55367,1197140,1023496,1023496,2374448,4346625,368785,278073,51697.8,18.88,2743233,4624698
IN,2014,6742,723942,886370,1221492,14541,734901,0,0,907653,2680335,226986,162947,33963.9,18.05,1134639,2843282
KS,2014,317646,291483,1474,316572,287204,356192,89512,89512,695836,1053759,179678,151818,14500.1,21.21,875514,1205577
KY,2014,105319,262278,1869335,913452,15231,580146,0,0,1989885,1755876,81704,96645,22224.6,20.43,2071589,1852521
LA,2014,2068200,1547176,35541,209973,401203,1698933,181059,181059,2686003,3637141,169820,173371,39452.9,15.12,2855823,3810512
MA,2014,0,432523,0,29871,0,563978,60340,60340,60340,1086712,62217,87252,28161.3,26.51,122557,1173964
MD,2014,21,217227,46194,201220,0,484711,150017,150017,196232,1053175,53164,77492,23493.6,25.12,249396,1130667
ME,2014,0,62423,0,2142,0,185791,0,0,0,250356,157449,164138,7571.3,22.72,157449,414494
MI,2014,120152,878128,0,618479,43065,847600,326800,326800,490017,2671007,202663,221483,40786.7,19.84,692680,2892490
MN,2014,0,490111,0,313073,0,602446,132904,132904,132904,1538534,340458,273992,25728,19.6,473362,1812526
MO,2014,3,301368,8206,780707,1137,614721,97021,97021,106367,1793817,113126,98934,26626.3,21.72,219493,1892751
MS,2014,56686,439557,39072,116537,141491,367502,107228,107228,344477,1030824,64569,78055,14935.6,20.97,409046,1108879
MT,2014,63185,80063,790673,175357,173397,168456,0,0,1027255,423876,134132,137730,5575.7,21.86,1161387,561606
NC,2014,0,462289,0,501592,0,834289,428474,428474,428474,2226644,173981,209090,38436.3,23.11,602455,2435734
ND,2014,437170,89095,389673,399195,2288796,236320,0,0,3115639,724610,138427,111219,8219.4,18.38,3254066,835829
NE,2014,435,179705,0,276544,17690,234466,105655,105655,123780,796370,307736,155904,10356.8,19.26,431516,952274
NH,2014,0,58785,0,14867,0,155001,106350,106350,106350,335003,55536,61731,6443,27.78,161886,396734
NJ,2014,0,805145,0,30731,0,856154,329533,329533,329533,2021563,54087,91005,37180,23.14,383620,2112568
NM,2014,1397847,256056,400158,215348,725354,240408,0,0,2523359,711812,41707,48148,9213.6,23.69,2565066,759960
NV,2014,3,261902,0,79230,1833,275622,0,0,1836,616754,67511,76197,11516.3,23.17,69347,692951
NY,2014,20847,1392378,0,64655,2065,1382080,450141,450141,473053,3289254,397898,437667,70093.4,24.49,870951,3726921
OH,2014,590622,1058802,541830,1057377,87528,1062667,170319,170319,1390299,3349165,167121,163389,50278,19.76,1557420,3512554
OK,2014,2669289,667360,20607,336080,872900,535307,0,0,3562796,1538747,163016,177919,20395.4,19.92,3725812,1716666
OR,2014,1175,226472,0,34238,0,325766,0,0,1175,586476,485321,495029,14802.8,22.11,486496,1081505
PA,2014,4521340,1304080,1566449,1039161,39724,1207164,823277,823277,6950790,4373682,197387,232509,55800.9,21.29,7148177,4606191
RI,2014,0,91374,0,0,0,86353,0,0,0,177727,4421,7902,4218.1,26.58,4421,185629
SC,2014,0,236040,0,305656,0,479576,548246,548246,548246,1569518,136998,158548,22132.2,21.91,685244,1728066
SD,2014,15968,83919,0,33062,10428,114520,0,0,26396,231501,221729,140135,4877.4,20.37,248125,371636
TN,2014,6010,313887,21711,427509,1914,672629,289401,289401,319036,1703426,178923,194804,29650.5,21.4,497959,1898230
TX,2014,9366356,4060590,576803,1585961,6728563,5803534,410907,410907,17082629,11860992,545598,634054,160438.6,18.84,17628227,12495046
